URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-kardiale-deviceimplantation-koerperstelle-snomedct,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Kardiale_Deviceimplantation_Koerperstelle_SNOMEDCT,MII VS Kardio Kardiale Devicemimplantation Körperstelle [SNOMED CT],"Dieses Value Set bildet die Körperstellen, an denen eine Implantation eines kardialen Devices stattfindet, ab.",,"SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-kardiale-deviceimplantation-ops,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Kardiale_Deviceimplantation_OPS,MII VS Kardio Kardiale Devicemimplantation [OPS],"Dieses Value Set bildet die Implantation der kardialen Devices Kardioverter-Defibrillator (ICD), Herzschrittmacher zur kardialen Resynchronationstherapie (CRT) und ventrikuläre Unterstützungssysteme ab (VAD).",,"de.basisprofil.r4,THO"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-kardiale-deviceimplantation-scnomedct,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Kardiale_Deviceimplantation_SNOMEDCT,MII VS Kardio Kardiale Devicemimplantation [SNOMED CT],"Dieses Value Set bildet die Implantation der kardialen Devices Kardioverter-Defibrillator (ICD), Herzschrittmacher zur kardialen Resynchronationstherapie (CRT) und ventrikuläre Unterstützungssysteme ab (VAD).",,"SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-klappenvitium-alphaid,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Klappenvitium_ALPHAID,MII VS Kardio Klappenvitium [ALPHA-ID],"Alpha-ID-Codes für Klappenerkrankungen",,"de.basisprofil.r4"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-klappenvitium-grad-snomedct,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Klappenvitium_Grad_SNOMEDCT,MII VS Kardio Klappenvitium Grad [SNOMED CT],"SNOMED CT Codes für den Grad Klappenerkrankungen",,"SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-klappenvitium-icd,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Klappenvitium_ICD,MII VS Kardio Klappenvitium [ICD 10 GM],"ICD-Codes für Klappenerkrankungen",,"de.basisprofil.r4"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-klappenvitium-snomedct,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Klappenvitium_SNOMEDCT,MII VS Kardio Klappenvitium [SNOMED CT],"SNOMED CT Codes für Klappenerkrankungen",,"SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-lebensmittelpunkt-m49,2027.0.0-ballot.rc1,draft,,MII_VS_Kardio_Lebensmittelpunkt_M49,MII VS Kardio Lebensmittelpunkt [M49],"Dieses Value Set bildet den aktuellen Lebensmittelpunkt des Patienten unabhängig von seiner Herkunft ab. Damit wird der Parameter 'Geographic region' des SMART-REACH-Scores mit der Ergänzung Deutschland abgebildet.",,"Internal,Other"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-metriken-ekg-annotationen-mdc,2027.0.0-ballot.rc1,draft,,MII_VS_Kardio_Metriken_EKG_Annotationen_MDC,MII VS Kardio Metriken EKG Annotationen [MDC],"ISO/IEEE 11073 Codes für Metriken (Part 2) und EKG Annotationen (Part 10)",,"hl7.terminology.r4"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-modifizierte-rankin-skala,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Modifizierte_Rankin_Skala,MII VS Kardio Modifizierte Rankin Skala,"Stufen der modifizierten Rankin-Skala",,"Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-nein-unbekannt,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Nein_Unbekannt,MII VS Kardio Nein Unbekannt,"ValueSet mit Codes zum Abbilden des anamnestischen Nichtvorliegens einer Diagnose, bzw. Prozedur, oder Unklarheit darüber.",,"THO (V2)"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-nyha-klassen-snomedct,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_NYHA_Klassen_SNOMEDCT,MII VS Kardio NYHA Klassen [SNOMED CT],"Klassen der New York Heart Association Classification",,"SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-objekte-geraete-mdc,2027.0.0-ballot.rc1,draft,,MII_VS_Kardio_Objekte_Geraete_MDC,MII VS Kardio MDC Objects Devices [MDC],"ISO/IEEE 11073-10101 Codes für Objekte und Geräte (Partition 1)",,"hl7.terminology.r4"
