URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-allergene-snomedct,2027.0.0-ballot.rc1,draft,,MII_VS_Kardio_Allergene_SNOMEDCT,MII VS Kardio Allergene [SNOMED CT],"Liste von Substanzen",,"SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-atherosklerotisches-ereignis-snomedct,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Atherosklerotisches_Ereignis_SNOEMDCT,MII VS Kardio Atherosklerotisches Ereignis [SNOMED CT],"ValueSet for Relevant Codes for Atherosclerotic Events",,"SCT,Internal"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-ekg-kanaele-mdc,2027.0.0-ballot.rc1,draft,,MII_VS_Kardio_EKG_Kanaele_MDC,MII VS Kardio EKG Kanäle [MDC],"ISO/IEEE 11073-10101 Codes für EKG Kanäle",,"hl7.terminology.r4"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-ekg-prozedur-snomedct,2027.0.0-ballot.rc1,draft,,MII_VS_Kardio_EKG_Prozedur_SNOMEDCT,MII VS Kardio EKG Prozedur [SNOMED CT],"SNOMED CT Codes für verschieden EKG-Prozeduren.",,"SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-ethnie-snomedct,2027.0.0-ballot.rc1,draft,,MII_VS_Kardio_Ethnie_SNOMEDCT,MII VS Kardio Ethnie [SNOMED CT],"SNOMED CT Codes für die Ethnie (in SNOMED CT derzeit als ""racial group"") im Kerndatensatz Kardiologie",,"SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-extended-condition-severity-snomedct,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Extended_Condition_Severity_SNOMEDCT,MII VS Kardio Extended Condition Severity [SNOMED CT],"An extended ValueSet including standard condition severity and SNOMED CT code 42796001 (End-stage)",,"SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-extended-mii-diagnosecodes-snomed,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Extended_MII_DiagnoseCodes_SNOMED,MII VS Kardio Extended MII DiagnoseCodes [SNOMED CT],"Erweiterung des MII VS Diagnose Diagnosecodes [SNOMED CT]",,"SCT"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-geraeteprogrammierung-mdc,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Geraeteprogrammierung_MDC,MII VS Kardio Geräteprogrammierung [MDC],"Dieses Value Set bildet die Programmierung eines implantierten Gerätes in der Kardiologie ab. Dazu werden Codes der ISO/IEEE 11073-10101 Nomenclature verwendet.",,"hl7.terminology.r4"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-geraetetyp-snomedct,2027.0.0-ballot.rc1,active,,MII_VS_Kardio_Geraetetyp_SNOMEDCT,MII VS Kardio Gerätetyp [SNOMED CT],"Dieses Value Set bildet die Gerätetypen implantierter Kardioverter-Defibrillator, Herzschrittmacher und ventrikuläres Unterstützungssystem ab.",,"SCT,THO"
https://www.medizininformatik-initiative.de/fhir/ext/modul-kardio/ValueSet/mii-vs-kardio-gewichtsveraenderung-snomedct,2027.0.0-ballot.rc1,draft,,MII_VS_Kardio_Gewichtsveraenderung_SNOMEDCT,MII VS Kardio Gewichtsveraenderung [SNOMED CT],"Beschreibung von Gewichtsveränderungen",,"SCT"
